Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
29-DEC-2023,13102.75,13162.2,13037.55,13144.95,2013399512,12075.45
01-JAN-2024,13185.8,13265.7,13147.9,13225.4,2046995081,11049.11
02-JAN-2024,13261.45,13271.4,13046.35,13198.35,1420654093,12722.39
03-JAN-2024,13207.95,13274.4,13108.55,13226.1,871887299,10291.27
04-JAN-2024,13272.6,13474,13258.7,13455.2,778442459,11399.9
05-JAN-2024,13518.3,13533.15,13364.1,13461.55,947795819,10843.78
08-JAN-2024,13492.2,13498.35,13277.1,13291.05,545720912,9170.44
09-JAN-2024,13391.25,13436.85,13231.25,13253.05,731951788,14367.69
10-JAN-2024,13270.7,13275.65,13105.85,13235.85,461921068,10428.88
11-JAN-2024,13271.55,13327.4,13223.65,13271.65,336523538,15180.86
12-JAN-2024,13345.6,13375.85,13281.95,13353.8,305517896,11118.54
15-JAN-2024,13447.8,13494.9,13356.75,13477.55,407505057,10886.35
16-JAN-2024,13502.95,13512.9,13289.4,13410.85,719887080,11493.93
17-JAN-2024,13300.15,13411.15,13222.15,13236.95,754723089,12219.66
18-JAN-2024,13228.3,13326.1,12932.35,13292.5,591934125,16186.35
19-JAN-2024,13412,13487.4,13352.6,13477.2,514565327,14616.67
20-JAN-2024,13564.45,13583.5,13460.05,13473.3,338160033,6578.22
23-JAN-2024,13577.5,13577.5,12956.05,13049.05,892792493,18655.95
24-JAN-2024,13102.5,13368.65,12984.3,13356.2,932264638,15501.61
25-JAN-2024,13405.1,13411.95,13160.3,13240,744085512,12626.95
29-JAN-2024,13293.6,13556.8,13268.55,13543.8,646166919,16143.83
30-JAN-2024,13623.25,13649.35,13464.95,13476.35,584138669,12661.93
31-JAN-2024,13479.25,13633.65,13450.3,13620.6,456352198,11578.48
01-FEB-2024,13672.35,13672.35,13427.4,13529.35,619810209,13867.77
02-FEB-2024,13625.2,13747.35,13614.2,13657.7,670308226,13965.85
05-FEB-2024,13728.3,13799.45,13625,13700.05,642524714,14810.05
06-FEB-2024,13775.6,13872.25,13678.15,13862.9,746626821,13855.39
07-FEB-2024,13950.7,13970.85,13830.05,13930.8,922603865,12961.14
08-FEB-2024,14061.3,14065.5,13917.65,13948.6,598407529,13287.03
09-FEB-2024,13976.3,13979,13584.35,13840.9,942834823,15779.73
12-FEB-2024,13896.2,13899.2,13541.5,13579.3,779381139,16135.33
13-FEB-2024,13607.8,13658.75,13404.4,13638.45,606546776,10235.2
14-FEB-2024,13510.75,13826.7,13450.4,13776.35,779602591,10247.96
15-FEB-2024,13871.85,13941,13830.5,13914.4,679619588,10883.6
16-FEB-2024,13979.55,14067.6,13931.55,14035.45,,
19-FEB-2024,14092.45,14092.5,14009.95,14022.25,447537507,9528.15
20-FEB-2024,14001.2,14027.65,13922.4,13984,570649076,10122.47
21-FEB-2024,14008.4,14033.55,13777.4,13813.55,712706836,10995.61
22-FEB-2024,13867.85,13984.15,13702.55,13961.95,682668695,9093.99
23-FEB-2024,14031.6,14141,14015.25,14062.2,2086817389,13360.49
26-FEB-2024,14069.35,14083.8,13856.55,13977.9,1001858291,17179.06
27-FEB-2024,13984.4,14063.75,13866.2,13931.95,955777062,10146.35
28-FEB-2024,13956.85,13959.95,13581.45,13618.25,1861772531,11667.35
29-FEB-2024,13621.3,13782.45,13505.3,13745.85,1331613713,18547.57
01-MAR-2024,13799.85,13914.2,13795.8,13898.1,1049523242,10884.02
02-MAR-2024,13955.55,14028.85,13927.45,13976.95,92427227,1146.62
04-MAR-2024,14008,14075.65,13936.7,14056.75,608236853,11631.97
05-MAR-2024,14068.9,14096.2,13967.5,13989.05,554593366,8205.52
06-MAR-2024,14009.9,14014.5,13706.2,13915.8,713894761,11100.21
07-MAR-2024,13937.3,14008.9,13921.05,13948.4,404755648,7830.01
11-MAR-2024,13983.2,13990.7,13853.05,13876.4,439827139,10167.61
12-MAR-2024,13897.95,13931.8,13666.35,13719.3,554848605,9874.96
13-MAR-2024,13752.1,13797.75,13091.95,13189.05,963679504,12075.68
14-MAR-2024,13123.4,13435.1,13034.2,13407.2,698501030,10047
15-MAR-2024,13392.55,13436.55,13131.75,13345.55,635890407,12691.69
18-MAR-2024,13332.05,13364.35,13120.45,13201.15,400251416,9432.73
19-MAR-2024,13202.3,13209.35,12962.7,12981.9,467513034,8999.56
20-MAR-2024,13029.25,13086,12837,12975.15,502359765,8339.11
21-MAR-2024,13099.35,13319.8,13097.95,13305.4,406106781,9070.61
22-MAR-2024,13262.8,13357.75,13210.9,13329.95,699267974,9603.95
26-MAR-2024,13296.55,13504.3,13293.9,13474.1,540832666,9856.76
27-MAR-2024,13516.4,13553.5,13440.65,13460.05,597271896,11127.49
28-MAR-2024,13541.5,13579.25,13450.05,13526.5,893674375,10820.74
01-APR-2024,13640.45,13786.65,13602.3,13772.6,1015548913,10840.72
02-APR-2024,13824.15,13934.6,13744.7,13922.6,986873771,11769.16
03-APR-2024,13889.5,13988.25,13839.7,13955.85,1183649768,12131.53
04-APR-2024,14061.15,14079,13925.1,13941.15,1495964066,11272.33
05-APR-2024,13948.55,13988.3,13891,13978.35,1174716689,9952.88
08-APR-2024,14056.5,14058.7,13822.3,13957.1,1240454123,13064.15
09-APR-2024,14026.45,14054.65,13900.5,13941.6,779858868,9293.78
10-APR-2024,13984.75,14112.85,13969,14097.95,1052372212,12750.56
12-APR-2024,14095.7,14171.7,14037.65,14049.1,1669097561,12575.25
15-APR-2024,13854.9,13935.45,13752.65,13841.3,1395877274,12468.3
16-APR-2024,13758.55,13889.2,13707.35,13765.5,1599364947,10975.8
18-APR-2024,13847.3,13921.2,13648.6,13687.05,1284910406,11831.28
19-APR-2024,13578.45,13668.2,13385.05,13595.45,1245929735,10876.52
22-APR-2024,13686,13703.75,13612.3,13681.25,2282054397,12670.57
23-APR-2024,13756.55,13817.2,13727,13780.65,3378592134,14461.13
24-APR-2024,13843.8,13915.6,13825.85,13901.8,2232952822,14394.21
25-APR-2024,13886.85,13974.35,13838.55,13964.35,9028228881,24531.3
26-APR-2024,14003,14107.75,13985.65,14083.25,4623638339,20390.71
29-APR-2024,14152.6,14164.45,14077.65,14153.05,2301450452,14424.29
30-APR-2024,14209.9,14277.55,14144.05,14161.9,1672848601,15250.94
02-MAY-2024,14217.75,14260.45,14164.55,14243.6,1499365260,14839.77
03-MAY-2024,14268.95,14298.75,14113.9,14189.3,2286683620,20463.24
06-MAY-2024,14292.3,14294.55,14083.05,14157.95,1243957111,13776.94
07-MAY-2024,14186.95,14190.2,13775.1,13874.7,2079667072,14491.89
08-MAY-2024,13876.95,14059,13796.4,14010.4,1204705394,12224.37
09-MAY-2024,14034.75,14039.7,13730.9,13755.65,1125585049,10331.72
10-MAY-2024,13794.15,13927.7,13654.05,13909.9,856511359,10765.4
13-MAY-2024,13933.1,14086,13683.35,14064.8,942499300,13266.15
14-MAY-2024,14091.1,14189.1,14004,14163.15,1174647690,9821.89
15-MAY-2024,14213.1,14281.25,14156,14262.55,786233514,9524.33
16-MAY-2024,14314.55,14411.5,14263.25,14396.9,875742925,12013.37
17-MAY-2024,14440.3,14525.15,14404.25,14515.2,1039974119,13009.72
18-MAY-2024,14581.65,14600.7,14551.15,14588.35,170617582,1847.66
21-MAY-2024,14577.7,14627.65,14518.35,14614.5,1127779848,13593.87
22-MAY-2024,14654.15,14658.55,14474.05,14618.6,948775609,14051.14
23-MAY-2024,14675.95,14686.4,14533.25,14677.45,1432068799,12529.69
24-MAY-2024,14687.85,14762.3,14623.8,14662.65,3506598227,15013.39
27-MAY-2024,14717.55,14883.85,14669.7,14783.75,1573915147,18091.38
28-MAY-2024,14819.95,14856.95,14595.1,14664.7,1104547716,11071.55
29-MAY-2024,14616.25,14700.9,14556.3,14637.8,914762063,9369.55
30-MAY-2024,14624.35,14634.25,14358.6,14390.85,1492152687,11731.39
31-MAY-2024,14437.9,14492.3,14325.65,14443.45,2868228030,23936.62
03-JUN-2024,14951.85,14958,14747.75,14919.5,2061552215,19201.41
04-JUN-2024,14937.75,14937.75,13284.2,13762.25,4224197142,28189.75
05-JUN-2024,13908.9,14514.95,13580.2,14456.35,2384562015,18922.16
06-JUN-2024,14607.95,14824.65,14563.7,14724.25,1466409864,14621.59
07-JUN-2024,14753.75,14963.3,14716.95,14952.4,1688456210,13086.46
10-JUN-2024,14992.4,15045.2,14817.7,14908,1749053880,22931.98
11-JUN-2024,14955.5,15093.45,14906.65,15031.9,1701959534,12557.45
12-JUN-2024,15103.05,15273.6,15089.25,15243.4,1593447445,13452.55
13-JUN-2024,15372.3,15387.15,15283.35,15378.35,1168865559,14404.89
14-JUN-2024,15429.1,15539.05,15383.45,15523.6,1608148239,15642.71
18-JUN-2024,15566.1,15599.7,15475.4,15591.55,1309853389,13236.91
19-JUN-2024,15629.7,15629.9,15352.05,15442.95,3013107146,42685.99
20-JUN-2024,15500.25,15633.95,15417.3,15616.6,1369763589,13612.07
21-JUN-2024,15704.65,15748.65,15597.65,15623.8,2390345912,18438.33
24-JUN-2024,15590.15,15734.2,15458.45,15707.65,1509847822,16280.18
25-JUN-2024,15757.5,15816.45,15629.95,15659.85,1087076383,11292.22
26-JUN-2024,15656.45,15691.65,15580.15,15595.45,2003088093,14367.44
27-JUN-2024,15623.5,15724.8,15493.45,15641.8,2072623713,20069.95
28-JUN-2024,15683.1,15763.4,15651.85,15711.15,2525591352,22798.87
01-JUL-2024,15745.4,15849.65,15689.7,15840.4,1270358991,13336.2
02-JUL-2024,15874.2,15886.8,15621.4,15711.45,1248203099,13676.41
03-JUL-2024,15795.5,15879.65,15749.4,15862.3,1309981729,13042.88
04-JUL-2024,15921.4,16001.05,15881,15976.05,1110242038,13512.33
05-JUL-2024,15987.85,16118.65,15959.7,16097.35,1835326044,13729.71
08-JUL-2024,16145.9,16146.5,15924.35,15988.95,1501841461,14340.05
09-JUL-2024,16039.4,16080.3,15948.65,16027.45,1043856651,10225.94
10-JUL-2024,16078.85,16079.35,15624.4,15947.75,998657674,10903.72
11-JUL-2024,16026.5,16033.9,15917,15966.15,1304447575,11789.23
12-JUL-2024,16037.65,16038.8,15934.75,15954.9,1099932018,12341.63
15-JUL-2024,16025.15,16101.65,15904.1,16088.45,1169497320,13350.28
16-JUL-2024,16164.75,16177.45,16068.25,16104.6,1417462906,12420.29
18-JUL-2024,16091.6,16092.9,15875.55,16002.75,1180212173,14959.93
19-JUL-2024,16001,16001,15570.5,15596.4,820170569,14497.24
22-JUL-2024,15571.9,15923.55,15477.8,15867.1,1175345041,15696.07
23-JUL-2024,15959.7,15977.05,15274,15843.55,1957375158,19902.41
24-JUL-2024,15849.95,16012.55,15822.35,15981.15,1027693720,15874.44
25-JUL-2024,15832.3,15973.25,15799.7,15938.85,1228644243,12957.33
26-JUL-2024,15994.75,16305.65,15983.35,16296.3,1229362671,14006.27
29-JUL-2024,16419.85,16500.1,16371.7,16455.9,1186331123,16723.71
30-JUL-2024,16465.5,16585.4,16430.75,16546.55,890799993,12574.43
31-JUL-2024,16643.45,16693.85,16579.45,16661.65,1417884683,17511.59
01-AUG-2024,16735.65,16743.6,16402.15,16505.95,971097776,11921.51
02-AUG-2024,16336.9,16419.15,16227.4,16269.15,1024882211,12723.8
05-AUG-2024,15844.2,15968.8,15615.3,15735.95,1525807164,16527.39
06-AUG-2024,15852.55,16066.4,15612.85,15654.65,804916948,11243.41
07-AUG-2024,15940.1,16096.2,15839.95,16077.7,703930541,12375.88
08-AUG-2024,16098.75,16179.4,16008.05,16052.6,873289513,12146.62
09-AUG-2024,16220.05,16294.8,16148,16176.55,730899969,11533.43
12-AUG-2024,16134.7,16230.7,16013.9,16196.75,862742901,13435.96
13-AUG-2024,16265.4,16295.3,16031.9,16055.35,1078186978,11064.68
14-AUG-2024,16105.05,16115.15,15880.4,15922.95,814073149,9297.71
16-AUG-2024,16059.95,16258.1,16002,16246.25,706795181,10683.14
19-AUG-2024,16341.45,16369.1,16201.7,16260.05,675893871,10783.31
20-AUG-2024,16349.7,16408.3,16293.45,16394.95,619258619,9708.84
21-AUG-2024,16408.8,16456.1,16358.2,16444.35,535040115,8486.48
22-AUG-2024,16518.6,16605.2,16492.85,16575.35,607695947,9597.36
23-AUG-2024,16598.35,16612.05,16451.15,16463.1,759821254,9171.87
26-AUG-2024,16549.65,16599.3,16508.2,16558,563590720,9837.75
27-AUG-2024,16603.6,16629.55,16546.1,16581,656973208,8187.94
